flyby_body,flyby_date,incoming_leg,outgoing_leg,altitude_km,vinf_in_x_km_s,vinf_in_y_km_s,vinf_in_z_km_s,vinf_in_mag_km_s,rp_km,e_hyp,max_turn_rad,max_turn_deg,vinf_out_required_mag_km_s,required_turn_rad,required_turn_deg,turn_feasible,vinf_mag_mismatch_km_s,required_altitude_km
Mars,2025-03-01T17:57:00,E-M,M-E,1041.0,-7.056292486260869,7.431356180672088,-0.0315972608828451,10.247795700665101,4437.1900000000005,11.880230772368293,0.16854632905688446,9.656993307382672,10.219984090003562,0.17581576479193473,10.073501294442634,False,-0.02781161066153892,841.158560797106
Earth,2026-12-03T21:15:00,M-E,E-J,3100.0,0.3170560673597435,11.486703457472972,1.1974680643834497,11.553303018400817,9478.1363,4.173931154334007,0.48387118355351455,27.723776645616354,9.825440115226709,0.7897269996981319,45.248024050232196,False,-1.727862903174108,-1601.4926582912467
